id	locus	title	Genomic Context->strand
01E26F18E410323F1DE1FAD2D1C15FBB53C072B3	BSU_21340	yomJ	1
01EF886D3D004EA9B22AC5E75D50FF07D8631E68	BSU_00560	spoVT	1
020DBB58794BF6C450E9A654719E62B2D3B10F04	BSU_10480	yhjE	1
0219624A8C4BC3394E2EF8A38C90E265DF04EF77	BSU_13290	ykzD	1
021A4E651903FFEFF8FDDB5AC4028ADBCFF05A0C	new_1923125_1923233	S663	1
02216407B5EDB98FAF611E22B2323C819B9D58BB	BSU_26330	yqdA	0
0223C0E6F775D2D1963465DBCFA2D4EF20E30B87	new_2749037_2749259	S1013	1
02269068E6E4282A32BB5AE0FAE27F104202E5B5	BSU_19020	yobN	1
022933D89666CDD2ACE39BCBB78D349BAF8E899B	BSU_10730	yisI	0
023E4A5CEB174ABE3DA1334447A870156B8715AC	new_3208192_3208279_c	S1190	0
024C8AD63280696AA933581F55A6206E46B75A58	new_1192592_1192857	S398	1
0253D9B030630340551DC2D4F40B3B118DB0EC56	BSU_32790	yusG	0
025BB89AF2AAAC5BCF780A7FE0E23042E85BB743	BSU_04020	yczH	0
02628F274952F9AEEE9F2224B771A4CE4AAD1C8D	BSU_31740	pdeH	0
0264C72F95D53F0211B52753DA37B4A8C0E982D2	BSU_14071	fadG	1
028428CE456E283C065756878EA7C7DB495DD10D	BSU_28800	araA	0
02927D2CC9F44B99DB307DDFED2DD52DE2196120	BSU_12220	yjiC	1
029DF23D41268D846CA846B32EBBFEBD2B6792F0	BSU_03970	ycnL	1
02AB87E514281E00FA23284BE1B92925A6CFD71E	new_3032765_3032908	S1130	1
02B7941734D400B6613FB604562EA2C391ADC60E	new_1150464_1151119	S381	1
02BA02D10DFB06E51101D8CF76BCF5BED94D7CA2	BSU_19360	odhB	0
02C84C9A8C0008CC253CBF13584A4B5B2D2B510C	BSU_22070	xpt	0
02EB2C0E78B78D3485DA560CDA3107044D1675BE	new_3794010_3794074_c	S1430	0
02F0893E814E00187D7B342990838EE5445CA78B	BSU_01170	rplD	1
02F1C926D200DE85C93A0ACEF23AD25FBD12B0BD	BSU_23380	lysA	0
02FAD7D3A73CC0462D0116F4E5BA9505CBF7FCDD	BSU_28930	lytS	0
0311601A6499C5B5A84690242132AC4AC1D36B26	BSU_15069	ylzH	0
031FDF8443A8A4D5B042B7591EBE2E6C74F07702	BSU_00950	mrnC	1
032110CBA492D54F6494984323D12D719EAEAAD9	BSU_19030	yobO	1
032269B31413ABEB2089496237123F6C728F016B	BSU_30350	yttB	0
03274B80B2DFE0A2939981B0E0CB8C34A9B0B102	BSU_34910	hisD	0
032BF9280D006DD6D7C7D07A983C95E1433AC88C	BSU_05610	vmlR	0
033198A822B260AEEB27B3BD49D0AD395F1E8A2C	new_2079086_2079196	S728	
0332BE782764D62048E0463105EB445492473B6A	new_2197860_2198069_c	S778	0
03335DC50CED7B38E2380640AE108ADA09A2CBDF	BSU_38140	qoxD	0
0337C7B1CFA1C59710A7E6463A370F8C39AAC8EA	BSU_21750	sco	0
035154A4160F084BA1CC124D0951937B203E167D	BSU_37070	rpmE	0
03595BF6DB8AE79604A720A5BD85C0DB781EE306	BSU_17900	sirA	1
035B5486A3887FC71ACC0A8FB43ED77DC44E12EA	BSU_00600	yabP	1
0362D937D985846AEE4D0DEA57B62F915E8D35E5	BSU_07430	yfmL	1
0383C8214ADE2FF70CFDB953A65648B37A9D3216	BSU_27710	tgt	0
0387A059A5656E33B3AD618CB3D0205FA453AC10	new_3733736_3733966_c	S1396	0
03AEADB134F1CAD8BBB3E1F625D597EBA1FDA30B	BSU_08290	lnrJ	1
03BA7AEE17739689D632A35D9C3329EA0982C98A	BSU_08930	cspR	1
03BE6DA854612B3F6741E0E167AB310F0DE96285	BSU_08280	yfiI	1
03BFD8AD2E3D95858752F46366F6C2028D709029	BSU_22400	dinG	0
03DAF537379754763646AF3AF2AD811B107F5302	BSU_26320	yqaG	0
03DBD906E31D6A8A4D14C9E2DACF0F1AB9F8DAA8	BSU_14280	moeA	1
03E5E41FD7ADA4E9CB70E312FA5F163331C92695	BSU_14630	speA	0
03E9C8A19BFDD90336F5B776613EEFDEE346A152	BSU_20170	yosC	0
03EFF93C1B0CE075AE068ECC4EDE9BE5D03C857E	BSU_06620	ligA	1
03FE63D6AAC77D6CEB052D0BF578ACD048C772FB	BSU_39050	katE	0
0405FF18AEB2DC3632CFFF25E82EFA08D0A48F57	BSU_05390	ydfF	1
040823BC3FB678F1FED25A72CFB6F6995A585020	BSU_25990	yqbS	0
040EBEC149FDB6ED1587C2511765553AEF2D688C	new_1780399_1780532	S612	1
042BC2D388E7436255B7BE529ED397CF7BED7174	new_3255432_3256404	S1214	1
04376B3166B591132CE37D1DE85B0ECFEC6902EF	BSU_36200	ywqI	0
044A0EBC8798B110E719B73664EB80F53112D8DE	BSU_39070	bglS	0
0467447B10EE7C1FDF86022AB6FBDBABFD32A9E5	BSU_22660	trpC	0
0472A4346ADA1DC41C9D00E8F3222A0EBB76DFA8	BSU_33610	rnr	0
047CE33C0CC127DAD15D68D63843DF89F93ED3BF	BSU_35500	degS	0
0481A9C134A6EEC6F111AD0C03E2E345D6A315A0	BSU_32730	metQ	0
0484CACF575A986E137EDE187123406467AF4534	new_3762479_3762776_c	S1409	0
048A475CBFF4648EF1CE7962F479BB077D3B7659	new_4215473_4215670	S1583	1
049B1EBF64F0EBC04CE6D529C8EDB0B6B2184DF5	BSU_35440	yvyF	0
04C5876C267D77E59F57A3E7EA19C36FD35A03EF	BSU_36990	ywkF	0
04CACAF4F786090AB67D7C606C944F07B7A7FE55	BSU_09620	yhdW	0
04D9D70C0BCFDCBD00B5156908C348135080A9C2	BSU_35450	comFC	0
04DC792180FDC5E7916F2DBB2EC2C34369202FE0	BSU_11870	metI	1
04F12BE4CA412CBEBED84362A1D802AF47071BA5	BSU_06269	ydzJ	0
04F760C6DA2BCDF141AC0DE8B04C8E784045672A	BSU_misc_RNA_12	BSU_misc_RNA_12	0
04FE8A07424F1FEFA7611BA4421087ED42E2D460	BSU_06550	yecA	1
050209224685B32D05A7726857729F64CA96C36E	BSU_misc_RNA_48	BSU_misc_RNA_48	0
050A2F1399C2B0831A24623867875BFEBD02AA71	BSU_38180	ywzA	1
051D9BCC0CB05E39ED5825BB9BA77B8228EA055D	BSU_31630	mrpD	1
0520B566411FFDEC1FE3BD290E6E39CEE284CBDA	new_1211372_1211476	S403	1
052BD59112DBE2F1DAC9DA5A7B0EA8DAF8D6FC47	BSU_04650	ndoAI	1
05392BB2C32B0405799D4F34E5BA55FC936AB943	BSU_08020	yfjO	1
054C80C9D8AE384734685C3C4FB448CCF96C85A9	new_4125593_4125741_c	S1543	0
056C74742183FBC89783E0048A6D8529E1824FB0	new_649718_649826	S207	1
056F20E9D11BFB7A7EB15281902E8A8870BC6CFF	BSU_03789	yczN	0
05723A730E81A8D173761D9B8DA1D58816D8F92E	new_3529856_3529913_c	S1313	0
05752B9C4EA7ACD579D65D028B7DF1861F3840CB	BSU_11460	oppD	1
057BFF91609C918CEE4E6FF9100A1E4959BF6715	BSU_22590	ypiA	0
05851893F2E94D0C6B48BDDEDBE5DBD95B22222D	new_1915794_1916005_c	S656	0
05910B4500420D4DB75DAD3A7A2358C360FF2154	BSU_04110	lipC	1
059170932FC73C6609D04318CD456F056311DDEC	new_3809980_3810619_c	S1440	0
059CD6A3B611F35130F3C766D1295BE17A1D9884	new_3741593_3741676	S1400	1
05A23F4611674B0092262DEC309F7AD6B9B5BE30	BSU_05240	ydeL	1
05BFEA711D82395A55B505E5A38286BE2F570350	BSU_30280	melD	1
05D30C5B2681B63CFCC6CAA2C20C501A3C038B32	new_252315_252458	S89	1
05E617CEA151C91AC43722F6BF547902B6E26E99	BSU_rRNA_8	rrnJ-5S	1
06033A917138639CF9141F6BBA59B712A4E20C87	new_3744236_3744320_c	S1401	0
06165870CB68E9C2F1546943CEA668C7790A9647	BSU_22230	ptsA	0
062AE5FB4C778178A7F6833CB8BD9D631E461E89	BSU_12930	dppB	1
0643618A98F6CCFB4D942DD7E72AAC421289A138	new_4039160_4039225_c	S1515	0
0649520164CCC6120C40CE15EF08994BE0E79A25	BSU_39950	yxaJ	0
064AE8CE6D52E35582F90654AA9548963573C05C	BSU_09210	yhcT	0
0650C9EAB395EB6ABDADBE72F0DA9F8E5E606B0E	BSU_38390	ywbA	0
0663D31C1487B2214CF4543E71A15E4A4E318746	new_2780331_2780484_c	S1029	0
0678357183072D2716B913C07103CEBF65E60D14	BSU_13270	ykoI	1
06971E9AAB033E2878914A76645F99E97CE8A90A	BSU_15730	fmt	1
06CC915A18E5ADD42B784B7BBBFD4C344559A34E	BSU_26510	yrkH	0
06D2D03C65D50E3909B2C93835193815B6016967	BSU_40390	walH	0
06F254B9260946871AF2C224E62E7E2F9662817C	new_2225995_2226059	S800	1
06FEA5F205B40DD5CF8D9F1328E940D4543F4741	new_3631609_3631729_c	S1350	0
0703D458DB489F49150DD9E3477A87DC354A7B7F	BSU_14720	ylaB	1
0732C7B9A9BA370DDB138EE94EE4B767670B447A	new_2529726_2529888_c	S918	0
073D63E17C8248BE39F331FDE9902E21A34056D5	BSU_33760	sdpB	1
07498A0A3CB598A6E388540124A4F56E781C86FA	BSU_32830	fadA	0
07508776A98B3B77CFBBBF4AAF8155F72488ED3B	new_1229759_1229848	S412	1
0757FAEB38AA1C599C5067794AF83A4BA5912DC9	BSU_39810	csbC	1
075A18CAAB8D4261F8DDC22977F24D0926AE4091	new_3774188_3774399_c	S1418	0
076343A6A45A51434D3CF9C938800B2CE7898045	BSU_32040	yuiF	0
07752EC6940F43DEBD1E9313A2A195E35EDB9F69	BSU_37240	ywiE	0
077C7EA88C1CFE33B9B3109EF23E1532711C8648	BSU_misc_RNA_61	mswI	1
07813844C05DB8670B810251979782094D184549	BSU_02070	csgA	1
07829C480D54CD9809187965F3926ACC18079590	new_3451771_3451862_c	S1287	0
07858BFC72EB0B6AF615C8D4C8BCC162D8C3E7D2	BSU_08320	lnrM	1
0785B4C70C3DD00EFB8BCDD91EF4F98EF4372186	BSU_17280	ymaD	1
078E14DDFDFC77A54F35D978615173884BCA6971	new_1168918_1169042	S393	1
07A30814F57112196051289AA309AE6DB22CAEFF	BSU_05600	ydgE	1
07A53089107037359C428549FF877638B90CF074	BSU_13520	ykrP	0
07ABC6A548F1186B67B58C0E14915AC3FE94882E	BSU_11120	yitT	1
07B66216EF82359D00CA26D24244D6974F2F7DC1	new_2552307_2552445	S924	1
07B6C61C4348AFA27A9FE15D5EEE4E1597345134	BSU_07410	yfmN	1
07C35D58F6AF97F8E6BB75CF8E8B811BAFAB201B	BSU_33250	rsiO	1
07DDC0BED23B30D0BF9273508C62B94D924468F6	BSU_32630	yurR	0
07DFF7D7BE1BACFB148F600400BDE5933BF1DD07	BSU_27490	yrrB	0
07E0B0E9D90165F3D7DDD5FB82822A4EE85F1D6E	new_1386984_1387035_c	S472	0
07E876715DCF551B8BDB6AA5D33C700696B4E730	BSU_10750	yisK	1
081DF3EE9FA56209D648C7677188C61CE3AA8E41	BSU_09520	sigM	0
081EA0CBCDA7ECDE8D128DD091C132BB194D19EB	BSU_15260	ylxX	1
08277404EB118F316CF42BD9FED883ADA098AA42	BSU_39600	yxeC	0
082D2012ABE3671F62211F77ED501849BF77B4EF	BSU_11382	appA/2	1
08314FA6195D553B8522BCD3B45FEE0EAB51F64D	BSU_00250	xpaC	1
0833682247D8664AA34C659542FD34AC19B05A39	new_1454806_1455063	S504	1
0847C8836F9D58BD150E97374B6D16FE0D08C9CE	BSU_misc_RNA_79	surC	1
088401AD912DE69236C61D1866ED035722B75EEB	new_1072963_1073105_c	S351	0
08966D49C7DB1E508C8D89CC728608F724C162BF	BSU_21190	yomX	1
0896A783CEA888829BEF971733E5B0C00F7D14F1	BSU_misc_RNA_20	BSU_misc_RNA_20	
089A32D08B5A7E552CBD9CB9745BD542863B4558	BSU_30180	ytbQ	0
08A37F0C870670C957F03367616B50F872A74FE5	new_3574321_3577707	S1326	1
08B733574DC7B8D044033EBB94124D470A0FBE19	BSU_20040	yosP	0
08BDF5072B81EBFF1230DC620ADDD440B2289004	BSU_25569	yqzM	1
08CA7170DDEC6C7EECBD3790367DDB9875DA1014	BSU_39150	yxiJ	0
08CFA2C72931A75532D4289BC1D18A826DE9F9CA	BSU_10420	comK	1
08D4DB731DCEA99C9AC2BC79DCB8030E66A9B3BD	new_3471824_3472588	S1299	1
08DD90282C9A384AB7A591C8081F5BFA544F7B96	new_2713803_2713911_c	S993	0
08EAC004DF9F0D6CE2E137FBAAE87333C2CC323A	new_1538693_1539646	S537	1
08EBBA57B807F8C27C37BEB275DF5E206935C698	BSU_23616	mciZ	1
08F1D9AD2D51D8513AFFA57E8ED69DB8EF97AD88	BSU_25160	ispH	1
08F24CA21DC54031F6158AC0C772F3B520E5A849	BSU_30390	bceS	0
08F32330B66E940CCD3DA549CE0320BDE2906C32	new_45224_45399_c	S23	0
08F907C6F47BDEB4DC9A9F136CDC6A4063AC0140	BSU_22390	ypmA	0
0903CCBE053230998A9123F3269868E952C0F76B	BSU_39750	iolB	0
090A1750AD4B2E086C3303016995B211497DF487	BSU_04745	BSU_04745	1
091A36643612980FD1625EFC786573FD9A3D02B2	new_1071709_1071971_c	S348	0
09239017104646600FA614717E54BAFB2A353820	new_1744297_1744366	S598	1
0927C7D45721F47F5ED2646CAAC324A308FD7724	BSU_23780	yqjQ	0
0929B114DE4959A98FFF96079600844C8D63C809	new_2897341_2897467_c	S1072	0
0932DDC285635C02067A3302CEDA302FE4269179	BSU_14150	ykuN	1
09343BE8357AB24C79B69816FAE65D161E668F01	BSU_21990	ypdQ	1
093960C48AD50C0D0B3A68BBFE7D060BE716935D	BSU_16520	frr	1
094AE3AC8DFAFC8048ADAAB34F76DF2562D80CE7	BSU_14000	patA	0
0958E85520014A22327D5972D927D53A33C81E36	BSU_27809	yrzT	1
095DAEED5F22A3BC46614C16CC907A2DB9E32C6E	BSU_36710	fdhD	0
096065A2720AD9F185D6E4A40DE196B1F9AF6DE9	BSU_26450	yrkN	1
0960F1856A81237DBA6AF1FAF36172A63ECBE2D5	BSU_27020	yraA	1
097089226CC47D384C43E985A383B4B973443D31	new_1884880_1884967	S629	1
097C817A5A3E31F73F6ABC4AA95852A64E43A057	BSU_misc_RNA_2	scr	1
098F3D9EB9A30575E2393F7F335E4ADD8D028C2A	BSU_25090	yqfW	1
09B082BF39703F0D9A5980E643175DBD59F5B228	BSU_24630	sipW	0
09BE19C89682E34FB94B9759C4A6330B97C4C666	BSU_tRNA_34	trnD-Asp	1
09BE7902B93B39F43922B582058EF753FD4D4F91	new_3463734_3464253_c	S1292	0
09C9CDA3EA23B751C7135DEDF0FE2563BA69FF1D	BSU_17330	miaA	1
09D56215645F3E13803704F96FC6AD3FAAD58EF4	BSU_08380	yfiS	0
09E9194E82DF199527F414DB0EC15547A71AD25E	BSU_37030	racA	1
0A22E800FDA4104564F365067F7A74BD2B97867A	new_2198766_2198847_c	S779	0
0A244A61A9A484F0BF083C918AE5A2C6A3F8157E	BSU_32660	glxB	0
0A27FD711EB92F07554377A20A605801872D9158	new_3194349_3194635	S1188	1
0A33869E05CC9B49699555EA19D0905A55CA35B9	BSU_19680	yozE	0
0A38B2E900532C9950DE6E629F5EB21D64E18B55	BSU_31860	yueB	0
0A5574D69D3FE547F66B3C634136A5E753C2660A	BSU_18860	yozH	0
0A621182C7AD39530BE6F2A63560FB9CBAA9C754	BSU_36740	ywmC	0
0A7FF3E2747598AE0EE39183E8827879C4B11A80	BSU_07120	lplC	1
0A82C3EA5CDB531623B8AE2E0811449E88194725	BSU_21925	BSU_21925	1
0A8708D9958E3B051B776E592337C4BC46CE5EAE	new_3316213_3316329_c	S1246	0
0A90BBCBD84243A38D80DBD0FBB78CFE05B42D35	new_2563803_2563987_c	S928	0
0A9352AB10C7DC06BF477EBE384D6E21D920AAC8	BSU_07900	yfkH	1
0A95B034DEB433B0966A93B329F43BB993D90556	new_516099_516240	S162	1
0A9884BA6769EF2B4980F161964D5FF5E3D120A7	new_1549384_1549464	S538	1
0A9C77804C09CD5E7D1D5D274E01B5B14920A1A9	BSU_38720	yxkO	0
0A9FF5A66F73464A780914A1424979CE753B3D9C	BSU_15200	murD	1
0AAA74EDDA24372D063F113CB33822FB3F3E5B5C	new_2432160_2433082	S882	1
0AAAD546025F954C6F5837EE3AE1DD38235435ED	new_3016299_3016403_c	S1119	0
0AB1FB44E8F28944B82B5EF14A9CDCFEE46DB76B	BSU_16010	ylqD	1
0ABAEC20F55970C7C1EC5FFE197115E401BF03E8	BSU_28640	pheS	0
0ACE023DCD6A6BB5A1827D1D997BDFAC3B168C51	BSU_15800	yloS	1
0AD208CFDA10F7BED022583C8448EFA7E37B9E33	BSU_02220	ybfI	0
0AD75864794E597AA9160969ADE6FE0C7ED07B9F	BSU_24190	yqiI	0
0AE70231E2750C13888CF7C9F4C7CBD351A76281	new_2798008_2799197	S1038	1
0AE8109ED8CC0F4D778E2FC4FF5BE440FCD2DCD8	BSU_11810	spoVIF	1
0AF09652E1D13C82A4F296EA99132491FF55F45D	BSU_22980	ypbG	0
0AF4BC857AA61B3DB2D9B747CEB4457E205417F6	new_3463251_3463318_c	S1291	0
0AF65395B19F21664665F30CCBCEC72801495C45	new_3622139_3622219_c	S1346	0
0AFCE5C602B073B29DB15DB3CDD153E05E3D02BD	BSU_37090	glpX	0
0AFFB4B715CCE6B1C53BBB7F890EFB3126CB466E	BSU_30050	murJ	0
0B11FACEB5E96D166AC1EA0E32C68FCDAF8327E4	BSU_06990	rhiG	1
0B1F43F43A4DC1574A153DBFBAA5D0A1855F9B61	BSU_01700	murQ	0
0B1F5A160ADFF3EA904122A7E43E13C5828B31BE	BSU_11530	coiA	1
0B299F9459023306FA91298A6162A09E4A87C3B2	BSU_13840	stoA	1
0B39C2E5BCEC9814521939C438F84FA14630A052	new_235329_235401_c	S82	0
0B538E6A7DEA7BE68B3F5CD1238105DAE493559F	BSU_08560	yfhJ	1
0B5A1E73710CF6A158925CC51E170BA7BEF3B495	BSU_25820	yqcI	0
0B5E910DC94463E34ABD393E3A8F20191E4A38B2	BSU_33920	tpi	0
0B7A2B5FBA99C052742EC65AE3C69521142084AF	BSU_26020	yqbP	0
0B7BA5569183DDB616B5AA85431AAB7B64C75097	new_3860876_3860997_c	S1456	0
0B8381D2C724DAA724E4AFC67000F12AD112D13D	BSU_04700	rsbU	1
0B97EA2CAE873DB4BC541FB87FC784C88B4DC5C3	BSU_32640	sspG	1
0B98DE9CE2D98FFDE9F6EEB4E94FA1E5204BD48D	BSU_10300	aprE	0
0BA7EC658F5C2397A90B68AC234D04966966561C	BSU_06600	pcrB	1
0BB235F189D30C9BE798560C31DA59FF0112CFD9	BSU_31560	nupP	1
0BC657B63EE124B17FDA7914262E706B2CC9ABC1	BSU_24940	sweC	1
0BD2119F54D6EE395F73A4A3099806080CB749B7	new_3466157_3466342_c	S1296	0
0BD5243F6F08C2A05B0BE485CD23248DD33303B2	new_52649_52719	S29	1
0BF8AD1ACD0BBA6913636081B41E6D04D16D1BA2	BSU_12671	xkdN	1
0BF97861B52722347C4BBE533E574CF548A8283E	BSU_19650	pgpB	0
0BFE2B9F155C828970E028438182F83FDEA08D7D	BSU_21090	yonH	1
0C0729B381ED7A2144D6777CA88EF512C7E7367B	BSU_21140	yonC	1
0C0F026548FEE0EC8D3DF80852248F41D88A4D62	BSU_misc_RNA_39	BSU_misc_RNA_39	0
0C2CD998B933D7458DBC4E80A596801274AC43F9	BSU_05580	ydgC	1
0C2EB304695E34E85C2D7778F8DD378661701B83	new_2840767_2840964_c	pipA	0
0C40455EB53D25363FC3EB0E84502A76520F5F91	BSU_34780	nahA	0
0C4F0C9EF18FB4E9BB5BC3F53F7DDF5F32B51FA5	BSU_06170	fruC	1
0C76CAE27ACEBC0FF6B864B9F8C7D3C41C8D2A24	BSU_15060	tmcAL	0
0C817834444B2D733B0E1647EA397F2D4737D8DE	new_925460_925632	S288	1
0C8D7EAC2656E989E45B5B7E42FAA6D258956B56	BSU_35020	nagB	1
0C8E5DFD40F4B2EB540199DFB2520E3FBC878530	BSU_31330	yugN	0
0CA55371306D4BD768CFA82027DCB4D581BCCB87	BSU_18380	iseA	1
0CC562884650F322298BEA28C889E2ABCB01AFDE	BSU_01290	rpsN	1
0CEC7E285E6FC7796EEA3535F48C3420E1399E6B	BSU_11180	yitZ	1
0CEE58D799AF41634D161DBDF3D67EEFFF1C861E	BSU_35239	swrAA/2	0
0D0B4BD9DFD48194E165760D7F993B15AECC5692	new_2596439_2596534	S945	1
0D139C010A3901B64B39F5D64B8205D9F03A9BD8	new_238449_238569_c	S84	0
0D210B61B8F58DA21D97CFDE441501E31AB50D00	BSU_01440	rplQ	1
0D24AB8D446CFFBC6DEAD3C10D1FA59551545FE8	BSU_34230	epsN	0
0D284DED495D557A2B458790C7BBDA9549965318	new_593206_593301_c	S188	0
0D389FF3FCAE4028EE7A29C68193AA1528619EA9	new_2070120_2070243_c	S719	0
0D4A4A1B2FD9D0698D0A65010A8ABC84DA7386A2	BSU_16070	ylqG	1
0D4C158EB6EEBD82A68EB8C34512F883DBE84BC9	new_3707708_3707818	S1383	1
0D4D200095AD4F9B30179B9AF500306EDA61F5D1	BSU_31990	dhbC	0
0D555F2AB7DC863E6FF388888308E980514DB719	BSU_35080	pchR	1
0D56AC7077B3CEFB5DD01C6EE1D0742A99FA93DD	BSU_17267	ymzE/2	1
0D5BC94E21D51373A50D61CE3D0895B3DB28F6B3	BSU_24950	pstBB	0
0D5CC0F448C940F6D38959A641DD66C09A5650C5	new_3809370_3809496_c	S1439	0
0D6A2FDA789DDABD42D27DB38D8F0A4E515241A7	new_1008553_1008622	S324	1
0D6CB84E74C32B0384BDC7740AA317EDEC5D60B6	BSU_11420	trpS	0
0D7F5504590512E1598B94DC1734BF8FF67ED994	BSU_15090	gerR	1
0D8B3F1F86FDBAE0F3B3651F456340F147B394AF	BSU_06020	groES	1
0D8EBC9AFD8852CC893C2E41B29F36C6366F8C01	new_2309648_2309785_c	S830	0
0D985C644DD687C8D1A9676DB4E2E04098BFD2AA	new_196132_196212	S68	1
0D99D9ECB3BCD6E3F58F8CE8E8CC5AF718C1ECD8	BSU_26990	yraD	1
0DA340B3D23B63C6BD284BF86409558A31B12B53	BSU_00150	dgk	0
0DA73E4D1935F6A91BE251EF2704A11DE5D81174	BSU_06430	purK	1
0DAFBDDC5E41592D06F97D404E75AF14B6783729	BSU_39290	yxxD	0
0DB03F47C7AA45BF52653B1C0B2C5025960C53D7	BSU_02700	lip	1
0DB2CAEC7B529A3C4369134F086AED16B9963608	BSU_28890	yscB	1
0DD474462720CAEE2AE17017BD7CA385238EBC6F	BSU_39840	yxbG	1
0DE66A10D9475DC57A140561E8532D3EC038FD6F	BSU_29290	sndA	0
0DF27BEAF763545258CE7DD56F65CD5BF74DD887	BSU_22170	ypsC	0
0DF528188A2C588F44EDDFA3BA9D955181BE324E	new_3294170_3294254_c	S1231	0
0DFC34314EC0AAFF3675D163D62305DE1EF9586E	new_2605598_2605729_c	S955	0
0E157A8A6BA9B7737D706563A7E98C86624E89B9	BSU_20960	yopA	0
